Country,Year,num_sequences,variant_dominant,num_sequences_per_1M,num_sequences_cumulative,num_sequences_cumulative_per_1M
Algeria,111,1,0,0.02,1,0.02
Algeria,125,1,0,0.02,2,0.04
Algeria,153,10,0,0.22,12,0.26
Algeria,167,3,0,0.07,15,0.33
Algeria,181,1,0,0.02,16,0.35
Algeria,251,3,0,0.07,19,0.42
Algeria,265,3,0,0.07,22,0.49
Algeria,321,4,0,0.09,26,0.58
Algeria,349,5,0,0.11,31,0.69
Algeria,370,1,0,0.02,32,0.71
Algeria,384,2,0,0.04,34,0.75
Algeria,398,1,0,0.02,35,0.77
Algeria,412,1,0,0.02,36,0.79
Algeria,426,2,0,0.04,38,0.83
Algeria,440,1,0,0.02,39,0.85
Algeria,454,3,0,0.07,42,0.92
Algeria,468,5,0,0.11,47,1.03
Algeria,482,9,0,0.2,56,1.23
Algeria,496,7,0,0.16,63,1.39
Algeria,510,10,0,0.22,73,1.61
Algeria,524,12,0,0.27,85,1.88
Algeria,538,4,0,0.09,89,1.97
Algeria,552,5,0,0.11,94,2.08
Algeria,566,6,0,0.13,100,2.21
Algeria,580,1,0,0.02,101,2.23
Algeria,594,2,0,0.04,103,2.27
Algeria,608,11,0,0.25,114,2.52
Algeria,678,3,0,0.07,117,2.59
Algeria,692,3,0,0.07,120,2.66
Algeria,706,11,0,0.25,131,2.91
Algeria,720,12,0,0.27,143,3.18
Algeria,734,11,0,0.25,154,3.43
Algeria,748,24,0,0.54,178,3.97
Algeria,762,12,0,0.27,190,4.24
Algeria,776,28,0,0.63,218,4.87
Algeria,790,8,0,0.18,226,5.05
Algeria,804,3,0,0.07,229,5.12
Algeria,818,1,0,0.02,230,5.14
Algeria,832,3,0,0.07,233,5.21
Algeria,846,2,0,0.04,235,5.25
Algeria,860,2,0,0.04,237,5.29
Algeria,874,7,0,0.16,244,5.45
Algeria,888,1,0,0.02,245,5.47
Andorra,510,2,0,25.86,2,25.86
Andorra,524,3,0,38.78,5,64.64
Andorra,538,7,0,90.49,12,155.13
Andorra,552,9,0,116.35,21,271.48
Andorra,566,1,0,12.93,22,284.41
Andorra,580,1,0,12.93,23,297.34
Andorra,594,3,0,38.78,26,336.12
Andorra,608,1,0,12.93,27,349.05
Andorra,622,3,0,38.78,30,387.83
Andorra,636,3,0,38.78,33,426.61
Andorra,650,1,0,12.93,34,439.54
Andorra,678,1,0,12.93,35,452.47
Andorra,692,12,0,155.13,47,607.6
Andorra,706,13,0,168.06,60,775.66
Andorra,720,24,0,310.26,84,1085.92
Andorra,734,18,0,232.7,102,1318.62
Andorra,748,11,0,142.2,113,1460.82
Andorra,762,8,0,103.42,121,1564.24
Andorra,776,5,0,64.64,126,1628.88
Andorra,790,5,0,64.64,131,1693.52
Andorra,804,9,0,116.35,140,1809.87
Andorra,818,5,0,64.64,145,1874.51
Andorra,832,6,0,77.57,151,1952.08
Angola,167,3,0,0.09,3,0.09
Angola,251,4,0,0.12,7,0.21
Angola,265,6,0,0.18,13,0.39
Angola,279,4,0,0.12,17,0.51
Angola,321,5,0,0.15,22,0.66
Angola,335,55,Beta,1.62,77,2.28
Angola,349,18,0,0.53,95,2.81
Angola,370,45,Others,1.33,140,4.14
Angola,384,33,Others,0.97,173,5.11
Angola,398,29,0,0.85,202,5.96
Angola,412,64,Beta,1.89,266,7.85
Angola,426,58,Beta,1.71,324,9.56
Angola,440,88,Beta,2.59,412,12.15
Angola,454,45,Beta,1.33,457,13.48
Angola,468,26,0,0.77,483,14.25
Angola,482,4,0,0.12,487,14.37
Angola,496,5,0,0.15,492,14.52
Angola,510,20,0,0.59,512,15.11
Angola,524,50,Alpha,1.47,562,16.58
Angola,538,43,Delta,1.27,605,17.85
Angola,552,8,0,0.24,613,18.09
Angola,566,4,0,0.12,617,18.21
Angola,580,1,0,0.03,618,18.24
Angola,594,19,0,0.56,637,18.8
Angola,608,66,Delta,1.94,703,20.74
Angola,622,83,Delta,2.45,786,23.19
Angola,636,10,0,0.29,796,23.48
Angola,650,11,0,0.32,807,23.8
Angola,664,1,0,0.03,808,23.83
Angola,678,1,0,0.03,809,23.86
Angola,706,53,Omicron,1.56,862,25.42
Angola,720,27,0,0.8,889,26.22
Angola,734,9,0,0.27,898,26.49
Argentina,111,146,Others,3.2,146,3.2
Argentina,125,165,Others,3.62,311,6.82
Argentina,139,67,Others,1.47,378,8.29
Argentina,153,78,Others,1.71,456,10.0
Argentina,167,59,Others,1.29,515,11.29
Argentina,181,110,Others,2.41,625,13.7
Argentina,195,99,Others,2.17,724,15.87
Argentina,209,110,Others,2.41,834,18.28
Argentina,223,135,Others,2.96,969,21.24
Argentina,237,49,Others,1.07,1018,22.31
Argentina,251,53,Others,1.16,1071,23.47
Argentina,265,38,Others,0.83,1109,24.3
Argentina,279,95,Others,2.08,1204,26.38
Argentina,293,55,Others,1.21,1259,27.59
Argentina,307,60,Others,1.32,1319,28.91
Argentina,321,48,Others,1.05,1367,29.96
Argentina,335,72,Others,1.58,1439,31.54
Argentina,349,81,Others,1.78,1520,33.32
Argentina,370,69,Others,1.51,1589,34.83
Argentina,384,65,Others,1.43,1654,36.26
Argentina,398,55,Others,1.21,1709,37.47
Argentina,412,55,Others,1.21,1764,38.68
Argentina,426,162,Others,3.55,1926,42.23
Argentina,440,178,Others,3.9,2104,46.13
Argentina,454,302,Others,6.62,2406,52.75
Argentina,468,310,Gamma,6.8,2716,59.55
Argentina,482,344,Gamma,7.54,3060,67.09
Argentina,496,325,Gamma,7.13,3385,74.22
Argentina,510,413,Gamma,9.06,3798,83.28
Argentina,524,397,Gamma,8.71,4195,91.99
Argentina,538,365,Gamma,8.0,4560,99.99
Argentina,552,347,Gamma,7.61,4907,107.6
Argentina,566,489,Gamma,10.72,5396,118.32
Argentina,580,439,Gamma,9.63,5835,127.95
Argentina,594,450,Gamma,9.87,6285,137.82
Argentina,608,304,Delta,6.67,6589,144.49
Argentina,622,248,Delta,5.44,6837,149.93
Argentina,636,383,Delta,8.4,7220,158.33
Argentina,650,679,Delta,14.89,7899,173.22
Argentina,664,722,Delta,15.83,8621,189.05
Argentina,678,718,Delta,15.74,9339,204.79
Argentina,692,689,Delta,15.11,10028,219.9
Argentina,706,1057,Delta,23.18,11085,243.08
Argentina,720,761,Omicron,16.69,11846,259.77
Argentina,734,511,Omicron,11.2,12357,270.97
Argentina,748,524,Omicron,11.49,12881,282.46
Argentina,762,239,Omicron,5.24,13120,287.7
Argentina,776,145,Omicron,3.18,13265,290.88
Argentina,790,83,Omicron,1.82,13348,292.7
Argentina,804,34,Omicron,0.75,13382,293.45
Argentina,818,45,Omicron,0.99,13427,294.44
Argentina,832,48,Omicron,1.05,13475,295.49
Argentina,846,82,Omicron,1.8,13557,297.29
Argentina,860,88,Omicron,1.93,13645,299.22
Argentina,874,16,0,0.35,13661,299.57
Argentina,888,3,0,0.07,13664,299.64
Aruba,209,4,0,37.32,4,37.32
Aruba,223,1,0,9.33,5,46.65
Aruba,370,26,0,242.55,31,289.2
Aruba,384,110,Others,1026.17,141,1315.37
Aruba,398,149,Others,1389.99,290,2705.36
Aruba,412,114,Alpha,1063.48,404,3768.84
Aruba,426,92,Alpha,858.25,496,4627.09
Aruba,440,82,Alpha,764.96,578,5392.05
Aruba,454,132,Alpha,1231.4,710,6623.45
Aruba,468,108,Alpha,1007.51,818,7630.96
Aruba,482,83,Alpha,774.29,901,8405.25
Aruba,496,95,Alpha,886.24,996,9291.49
Aruba,510,75,Gamma,699.66,1071,9991.15
Aruba,524,23,0,214.56,1094,10205.71
Aruba,538,29,0,270.54,1123,10476.25
Aruba,552,97,Delta,904.89,1220,11381.14
Aruba,566,339,Delta,3162.46,1559,14543.6
Aruba,580,524,Delta,4888.29,2083,19431.89
Aruba,594,260,Delta,2425.49,2343,21857.38
Aruba,608,139,Delta,1296.7,2482,23154.08
Aruba,622,176,Delta,1641.87,2658,24795.95
Aruba,636,37,Delta,345.17,2695,25141.12
Aruba,664,73,Delta,681.0,2768,25822.12
Aruba,678,43,Delta,401.14,2811,26223.26
Aruba,692,101,Delta,942.21,2912,27165.47
Aruba,706,71,Delta,662.34,2983,27827.81
Aruba,720,28,0,261.21,3011,28089.02
Aruba,762,7,0,65.3,3018,28154.32
Aruba,804,40,Omicron,373.15,3058,28527.47
Aruba,846,29,0,270.54,3087,28798.01
Aruba,860,57,Omicron,531.74,3144,29329.75
Aruba,874,29,0,270.54,3173,29600.29
Australia,111,114,Others,4.42,114,4.42
Australia,125,81,Others,3.14,195,7.56
Australia,139,88,Others,3.41,283,10.97
Australia,153,159,Others,6.17,442,17.14
Australia,167,807,Others,31.29,1249,48.43
Australia,181,2651,Others,102.8,3900,151.23
Australia,195,3900,Others,151.23,7800,302.46
Australia,209,2392,Others,92.76,10192,395.22
Australia,223,1562,Others,60.57,11754,455.79
Australia,237,643,Others,24.93,12397,480.72
Australia,251,267,Others,10.35,12664,491.07
Australia,265,156,Others,6.05,12820,497.12
Australia,279,109,Others,4.23,12929,501.35
Australia,293,58,Others,2.25,12987,503.6
Australia,307,61,Others,2.37,13048,505.97
Australia,321,43,Others,1.67,13091,507.64
Australia,335,133,Others,5.16,13224,512.8
Australia,349,248,Others,9.62,13472,522.42
Australia,370,90,Others,3.49,13562,525.91
Australia,384,46,Others,1.78,13608,527.69
Australia,398,71,Alpha,2.75,13679,530.44
Australia,412,62,Alpha,2.4,13741,532.84
Australia,426,109,Alpha,4.23,13850,537.07
Australia,440,118,Alpha,4.58,13968,541.65
Australia,454,147,Alpha,5.7,14115,547.35
Australia,468,190,Delta,7.37,14305,554.72
Australia,482,95,Delta,3.68,14400,558.4
Australia,496,88,Kappa,3.41,14488,561.81
Australia,510,122,Delta,4.73,14610,566.54
Australia,524,241,Delta,9.35,14851,575.89
Australia,538,752,Delta,29.16,15603,605.05
Australia,552,1696,Delta,65.77,17299,670.82
Australia,566,2711,Delta,105.13,20010,775.95
Australia,580,3120,Delta,120.99,23130,896.94
Australia,594,3496,Delta,135.57,26626,1032.51
Australia,608,3658,Delta,141.85,30284,1174.36
Australia,622,2279,Delta,88.37,32563,1262.73
Australia,636,2414,Delta,93.61,34977,1356.34
Australia,650,1834,Delta,71.12,36811,1427.46
Australia,664,2087,Delta,80.93,38898,1508.39
Australia,678,1978,Delta,76.7,40876,1585.09
Australia,692,3512,Delta,136.19,44388,1721.28
Australia,706,4425,Omicron,171.59,48813,1892.87
Australia,720,4134,Omicron,160.31,52947,2053.18
Australia,734,3192,Omicron,123.78,56139,2176.96
Australia,748,2705,Omicron,104.89,58844,2281.85
Australia,762,3240,Omicron,125.64,62084,2407.49
Australia,776,3564,Omicron,138.2,65648,2545.69
Australia,790,5000,Omicron,193.89,70648,2739.58
Australia,804,6899,Omicron,267.53,77547,3007.11
Australia,818,4836,Omicron,187.53,82383,3194.64
Australia,832,5062,Omicron,196.29,87445,3390.93
Australia,846,5388,Omicron,208.93,92833,3599.86
Australia,860,5079,Omicron,196.95,97912,3796.81
Australia,874,4109,Omicron,159.34,102021,3956.15
Australia,888,1579,Omicron,61.23,103600,4017.38
Austria,111,36,Others,3.98,36,3.98
Austria,125,42,Others,4.64,78,8.62
Austria,139,3,0,0.33,81,8.95
Austria,153,7,0,0.77,88,9.72
Austria,167,2,0,0.22,90,9.94
Austria,181,14,0,1.55,104,11.49
Austria,195,11,0,1.22,115,12.71
Austria,209,22,0,2.43,137,15.14
Austria,223,42,Others,4.64,179,19.78
Austria,237,37,Others,4.09,216,23.87
Austria,251,33,Others,3.65,249,27.52
Austria,265,29,0,3.21,278,30.73
Austria,279,73,Others,8.07,351,38.8
Austria,293,181,Others,20.02,532,58.82
Austria,307,179,Others,19.79,711,78.61
Austria,321,129,Others,14.27,840,92.88
Austria,335,53,Others,5.86,893,98.74
Austria,349,521,Others,57.61,1414,156.35
Austria,370,239,Alpha,26.43,1653,182.78
Austria,384,340,Others,37.6,1993,220.38
Austria,398,397,Alpha,43.9,2390,264.28
Austria,412,440,Alpha,48.66,2830,312.94
Austria,426,534,Alpha,59.05,3364,371.99
Austria,440,291,Alpha,32.18,3655,404.17
Austria,454,242,Alpha,26.76,3897,430.93
Austria,468,243,Alpha,26.87,4140,457.8
Austria,482,519,Alpha,57.39,4659,515.19
Austria,496,330,Alpha,36.49,4989,551.68
Austria,510,353,Delta,39.04,5342,590.72
Austria,524,701,Delta,77.52,6043,668.24
Austria,538,468,Delta,51.75,6511,719.99
Austria,552,728,Delta,80.5,7239,800.49
Austria,566,570,Delta,63.03,7809,863.52
Austria,580,549,Delta,60.71,8358,924.23
Austria,594,460,Delta,50.87,8818,975.1
Austria,608,329,Delta,36.38,9147,1011.48
Austria,622,333,Delta,36.82,9480,1048.3
Austria,636,340,Delta,37.6,9820,1085.9
Austria,650,485,Delta,53.63,10305,1139.53
Austria,664,412,Delta,45.56,10717,1185.09
Austria,678,389,Delta,43.02,11106,1228.11
Austria,692,167,Delta,18.47,11273,1246.58
Austria,706,375,Omicron,41.47,11648,1288.05
Austria,720,810,Omicron,89.57,12458,1377.62
Austria,734,748,Omicron,82.72,13206,1460.34
Austria,748,1360,Omicron,150.39,14566,1610.73
Austria,762,1243,Omicron,137.45,15809,1748.18
Austria,776,1252,Omicron,138.45,17061,1886.63
Austria,790,1016,Omicron,112.35,18077,1998.98
Austria,804,1056,Omicron,116.77,19133,2115.75
Austria,818,764,Omicron,84.48,19897,2200.23
Austria,832,772,Omicron,85.37,20669,2285.6
Austria,846,984,Omicron,108.81,21653,2394.41
Austria,860,1251,Omicron,138.34,22904,2532.75
Austria,874,943,Omicron,104.28,23847,2637.03
Austria,888,536,Omicron,59.27,24383,2696.3
Bahamas,195,1,0,2.52,1,2.52
Bahamas,209,2,0,5.04,3,7.56
Bahamas,223,1,0,2.52,4,10.08
Bahamas,237,2,0,5.04,6,15.12
Bahamas,279,1,0,2.52,7,17.64
Bahamas,293,8,0,20.16,15,37.8
Bahamas,307,5,0,12.6,20,50.4
Bahamas,321,1,0,2.52,21,52.92
Bahamas,370,2,0,5.04,23,57.96
Bahamas,384,2,0,5.04,25,63.0
Bahamas,426,1,0,2.52,26,65.52
Bahamas,440,9,0,22.67,35,88.19
Bahamas,454,22,0,55.43,57,143.62
Bahamas,482,2,0,5.04,59,148.66
Bahamas,496,7,0,17.64,66,166.3
Bahamas,524,2,0,5.04,68,171.34
Bahamas,538,6,0,15.12,74,186.46
Bahamas,552,33,Alpha,83.14,107,269.6
Bahamas,566,37,Delta,93.22,144,362.82
Bahamas,580,47,Delta,118.41,191,481.23
Bahamas,594,2,0,5.04,193,486.27
Bahamas,622,2,0,5.04,195,491.31
Bahamas,650,13,0,32.75,208,524.06
Bahamas,664,24,0,60.47,232,584.53
Bahamas,678,12,0,30.23,244,614.76
Bahamas,692,2,0,5.04,246,619.8
Bahamas,706,2,0,5.04,248,624.84
Bahrain,139,1,0,0.57,1,0.57
Bahrain,153,2,0,1.14,3,1.71
Bahrain,167,11,0,6.29,14,8.0
Bahrain,195,3,0,1.72,17,9.72
Bahrain,223,3,0,1.72,20,11.44
Bahrain,237,2,0,1.14,22,12.58
Bahrain,251,2,0,1.14,24,13.72
Bahrain,265,10,0,5.72,34,19.44
Bahrain,279,45,Others,25.74,79,45.18
Bahrain,293,6,0,3.43,85,48.61
Bahrain,307,36,Others,20.59,121,69.2
Bahrain,398,2,0,1.14,123,70.34
Bahrain,426,7,0,4.0,130,74.34
Bahrain,440,2,0,1.14,132,75.48
Bahrain,454,39,Delta,22.31,171,97.79
Bahrain,468,9,0,5.15,180,102.94
Bahrain,482,48,Delta,27.46,228,130.4
Bahrain,496,42,Delta,24.02,270,154.42
Bahrain,510,20,0,11.44,290,165.86
Bahrain,524,84,Delta,48.05,374,213.91
Bahrain,538,67,Delta,38.32,441,252.23
Bahrain,552,102,Delta,58.34,543,310.57
Bahrain,566,38,Delta,21.74,581,332.31
Bahrain,594,225,Delta,128.7,806,461.01
Bahrain,622,165,Delta,94.38,971,555.39
Bahrain,636,350,Delta,200.2,1321,755.59
Bahrain,650,384,Delta,219.64,1705,975.23
Bahrain,664,302,Delta,172.74,2007,1147.97
Bangladesh,111,127,Others,0.76,127,0.76
Bangladesh,125,156,Others,0.94,283,1.7
Bangladesh,139,105,Others,0.63,388,2.33
Bangladesh,153,102,Others,0.61,490,2.94
Bangladesh,167,155,Others,0.93,645,3.87
Bangladesh,181,181,Others,1.09,826,4.96
Bangladesh,195,86,Others,0.52,912,5.48
Bangladesh,209,54,Others,0.32,966,5.8
Bangladesh,223,26,0,0.16,992,5.96
Bangladesh,237,93,Others,0.56,1085,6.52
Bangladesh,251,13,0,0.08,1098,6.6
Bangladesh,265,23,0,0.14,1121,6.74
Bangladesh,279,15,0,0.09,1136,6.83
Bangladesh,293,18,0,0.11,1154,6.94
Bangladesh,307,26,0,0.16,1180,7.1
Bangladesh,321,48,Others,0.29,1228,7.39
Bangladesh,335,20,0,0.12,1248,7.51
Bangladesh,349,58,Others,0.35,1306,7.86
Bangladesh,370,45,Others,0.27,1351,8.13
Bangladesh,384,33,Others,0.2,1384,8.33
Bangladesh,398,29,0,0.17,1413,8.5
Bangladesh,412,25,0,0.15,1438,8.65
Bangladesh,426,155,Beta,0.93,1593,9.58
Bangladesh,440,76,Beta,0.46,1669,10.04
Bangladesh,454,121,Beta,0.73,1790,10.77
Bangladesh,468,74,Beta,0.44,1864,11.21
Bangladesh,482,55,Beta,0.33,1919,11.54
Bangladesh,496,83,Delta,0.5,2002,12.04
Bangladesh,510,52,Delta,0.31,2054,12.35
Bangladesh,524,95,Delta,0.57,2149,12.92
Bangladesh,538,391,Delta,2.35,2540,15.27
Bangladesh,552,272,Delta,1.64,2812,16.91
Bangladesh,566,347,Delta,2.09,3159,19.0
Bangladesh,580,240,Delta,1.44,3399,20.44
Bangladesh,594,172,Delta,1.03,3571,21.47
Bangladesh,608,150,Delta,0.9,3721,22.37
Bangladesh,622,125,Delta,0.75,3846,23.12
Bangladesh,636,142,Delta,0.85,3988,23.97
Bangladesh,650,97,Delta,0.58,4085,24.55
Bangladesh,664,121,Delta,0.73,4206,25.28
Bangladesh,678,124,Delta,0.75,4330,26.03
Bangladesh,692,141,Delta,0.85,4471,26.88
Bangladesh,706,109,Delta,0.66,4580,27.54
Bangladesh,720,212,Omicron,1.27,4792,28.81
Bangladesh,734,465,Omicron,2.8,5257,31.61
Bangladesh,748,225,Omicron,1.35,5482,32.96
Bangladesh,762,133,Omicron,0.8,5615,33.76
Bangladesh,776,72,Omicron,0.43,5687,34.19
Bangladesh,790,17,0,0.1,5704,34.29
Bangladesh,804,16,0,0.1,5720,34.39
Bangladesh,818,3,0,0.02,5723,34.41
Bangladesh,832,1,0,0.01,5724,34.42
Bangladesh,846,5,0,0.03,5729,34.45
Bangladesh,860,5,0,0.03,5734,34.48
Bangladesh,874,17,0,0.1,5751,34.58
Bangladesh,888,42,Omicron,0.25,5793,34.83
Belarus,139,10,0,1.06,10,1.06
Belarus,153,1,0,0.11,11,1.17
Belarus,181,1,0,0.11,12,1.28
Belarus,195,1,0,0.11,13,1.39
Belarus,265,1,0,0.11,14,1.5
Belarus,279,4,0,0.42,18,1.92
Belarus,293,19,0,2.01,37,3.93
Belarus,307,1,0,0.11,38,4.04
Belarus,321,4,0,0.42,42,4.46
Belarus,335,1,0,0.11,43,4.57
Belarus,370,1,0,0.11,44,4.68
Belarus,384,1,0,0.11,45,4.79
Belarus,412,4,0,0.42,49,5.21
Belarus,426,7,0,0.74,56,5.95
Belarus,440,10,0,1.06,66,7.01
Belarus,454,5,0,0.53,71,7.54
Belarus,468,3,0,0.32,74,7.86
Belarus,482,3,0,0.32,77,8.18
Belarus,496,3,0,0.32,80,8.5
Belarus,566,3,0,0.32,83,8.82
Belarus,580,7,0,0.74,90,9.56
Belarus,594,34,Delta,3.6,124,13.16
Belarus,608,4,0,0.42,128,13.58
Belarus,622,24,0,2.54,152,16.12
Belarus,636,9,0,0.95,161,17.07
Belarus,650,7,0,0.74,168,17.81
Belarus,664,10,0,1.06,178,18.87
Belarus,678,1,0,0.11,179,18.98
Belarus,692,3,0,0.32,182,19.3
Belarus,706,4,0,0.42,186,19.72
Belarus,720,9,0,0.95,195,20.67
Belarus,734,4,0,0.42,199,21.09
Belarus,748,10,0,1.06,209,22.15
Belarus,762,7,0,0.74,216,22.89
Belgium,111,134,Others,11.52,134,11.52
Belgium,125,67,Others,5.76,201,17.28
Belgium,139,15,0,1.29,216,18.57
Belgium,153,38,Others,3.27,254,21.84
Belgium,167,39,Others,3.35,293,25.19
Belgium,181,39,Others,3.35,332,28.54
Belgium,195,146,Others,12.55,478,41.09
Belgium,209,129,Others,11.09,607,52.18
Belgium,223,54,Others,4.64,661,56.82
Belgium,237,87,Others,7.48,748,64.3
Belgium,251,246,Others,21.15,994,85.45
Belgium,265,130,Others,11.18,1124,96.63
Belgium,279,358,Others,30.78,1482,127.41
Belgium,293,218,Others,18.74,1700,146.15
Belgium,307,243,Others,20.89,1943,167.04
Belgium,321,150,Others,12.9,2093,179.94
Belgium,335,343,Others,29.49,2436,209.43
Belgium,349,529,Others,45.48,2965,254.91
Belgium,370,1323,Others,113.73,4288,368.64
Belgium,384,1755,Others,150.87,6043,519.51
Belgium,398,1751,Alpha,150.53,7794,670.04
Belgium,412,2184,Alpha,187.75,9978,857.79
Belgium,426,2887,Alpha,248.19,12865,1105.98
Belgium,440,3402,Alpha,292.46,16267,1398.44
Belgium,454,2922,Alpha,251.2,19189,1649.64
Belgium,468,3285,Alpha,282.4,22474,1932.04
Belgium,482,3054,Alpha,262.54,25528,2194.58
Belgium,496,2925,Alpha,251.45,28453,2446.03
Belgium,510,1968,Alpha,169.18,30421,2615.21
Belgium,524,1164,Alpha,100.07,31585,2715.28
Belgium,538,2569,Delta,220.85,34154,2936.13
Belgium,552,3811,Delta,327.62,37965,3263.75
Belgium,566,3936,Delta,338.37,41901,3602.12
Belgium,580,4467,Delta,384.02,46368,3986.14
Belgium,594,4414,Delta,379.46,50782,4365.6
Belgium,608,3055,Delta,262.63,53837,4628.23
Belgium,622,2878,Delta,247.41,56715,4875.64
Belgium,636,3292,Delta,283.0,60007,5158.64
Belgium,650,3865,Delta,332.26,63872,5490.9
Belgium,664,3219,Delta,276.73,67091,5767.63
Belgium,678,4545,Delta,390.72,71636,6158.35
Belgium,692,4676,Delta,401.98,76312,6560.33
Belgium,706,4407,Delta,378.86,80719,6939.19
Belgium,720,5781,Omicron,496.98,86500,7436.17
Belgium,734,7347,Omicron,631.6,93847,8067.77
Belgium,748,5872,Omicron,504.8,99719,8572.57
Belgium,762,3825,Omicron,328.82,103544,8901.39
Belgium,776,2926,Omicron,251.54,106470,9152.93
Belgium,790,3207,Omicron,275.7,109677,9428.63
Belgium,804,3303,Omicron,283.95,112980,9712.58
Belgium,818,3017,Omicron,259.36,115997,9971.94
Belgium,832,2646,Omicron,227.47,118643,10199.41
Belgium,846,2601,Omicron,223.6,121244,10423.01
Belgium,860,1625,Omicron,139.7,122869,10562.71
Belgium,874,2049,Omicron,176.15,124918,10738.86
Belgium,888,1678,Omicron,144.25,126596,10883.11
Belgium,895,37,Omicron,3.18,126633,10886.29
Belize,209,4,0,9.88,4,9.88
Belize,223,1,0,2.47,5,12.35
Belize,251,2,0,4.94,7,17.29
Belize,265,4,0,9.88,11,27.17
Belize,279,6,0,14.82,17,41.99
Belize,293,1,0,2.47,18,44.46
Belize,335,7,0,17.29,25,61.75
Belize,349,17,0,41.98,42,103.73
Belize,370,14,0,34.58,56,138.31
Belize,384,26,0,64.21,82,202.52
Belize,398,11,0,27.17,93,229.69
Belize,412,3,0,7.41,96,237.1
Belize,426,2,0,4.94,98,242.04
Belize,454,3,0,7.41,101,249.45
Belize,468,1,0,2.47,102,251.92
Belize,482,13,0,32.11,115,284.03
Belize,496,3,0,7.41,118,291.44
Belize,510,1,0,2.47,119,293.91
Belize,524,31,Alpha,76.56,150,370.47
Belize,538,18,0,44.45,168,414.92
Belize,552,48,Delta,118.54,216,533.46
Belize,566,58,Delta,143.24,274,676.7
Belize,580,16,0,39.51,290,716.21
Belize,608,1,0,2.47,291,718.68
Belize,622,4,0,9.88,295,728.56
Belize,636,32,Delta,79.03,327,807.59
Belize,650,3,0,7.41,330,815.0
Belize,664,19,0,46.92,349,861.92
Belize,678,6,0,14.82,355,876.74
Belize,692,29,0,71.62,384,948.36
Belize,706,43,Omicron,106.2,427,1054.56
Belize,720,159,Omicron,392.68,586,1447.24
Belize,734,29,0,71.62,615,1518.86
Belize,748,23,0,56.8,638,1575.66
Benin,384,103,Eta,8.27,103,8.27
Benin,412,119,Eta,9.56,222,17.83
Benin,440,152,Eta,12.21,374,30.04
Benin,454,5,0,0.4,379,30.44
Benin,468,5,0,0.4,384,30.84
Benin,482,21,0,1.69,405,32.53
Benin,496,25,0,2.01,430,34.54
Benin,510,9,0,0.72,439,35.26
Benin,524,14,0,1.12,453,36.38
Benin,538,27,0,2.17,480,38.55
Benin,552,35,Delta,2.81,515,41.36
Benin,566,29,0,2.33,544,43.69
Benin,580,54,Delta,4.34,598,48.03
Benin,594,40,Delta,3.21,638,51.24
Benin,706,23,0,1.85,661,53.09
Benin,720,8,0,0.64,669,53.73
Benin,734,16,0,1.29,685,55.02
Bolivia,111,8,0,0.68,8,0.68
Bolivia,125,15,0,1.27,23,1.95
Bolivia,153,8,0,0.68,31,2.63
Bolivia,167,4,0,0.34,35,2.97
Bolivia,181,1,0,0.08,36,3.05
Bolivia,195,3,0,0.25,39,3.3
Bolivia,209,9,0,0.76,48,4.06
Bolivia,223,3,0,0.25,51,4.31
Bolivia,237,8,0,0.68,59,4.99
Bolivia,265,2,0,0.17,61,5.16
Bolivia,279,4,0,0.34,65,5.5
Bolivia,307,7,0,0.59,72,6.09
Bolivia,321,2,0,0.17,74,6.26
Bolivia,335,6,0,0.51,80,6.77
Bolivia,349,13,0,1.1,93,7.87
Bolivia,370,6,0,0.51,99,8.38
Bolivia,384,10,0,0.85,109,9.23
Bolivia,398,7,0,0.59,116,9.82
Bolivia,426,1,0,0.08,117,9.9
Bolivia,440,8,0,0.68,125,10.58
Bolivia,468,1,0,0.08,126,10.66
Bolivia,482,5,0,0.42,131,11.08
Bolivia,496,6,0,0.51,137,11.59
Bolivia,510,20,0,1.69,157,13.28
Bolivia,524,12,0,1.01,169,14.29
Bolivia,538,9,0,0.76,178,15.05
Bolivia,552,3,0,0.25,181,15.3
Bolivia,566,8,0,0.68,189,15.98
Bolivia,580,8,0,0.68,197,16.66
Bolivia,594,2,0,0.17,199,16.83
Bolivia,608,3,0,0.25,202,17.08
Bolivia,622,4,0,0.34,206,17.42
Bolivia,636,5,0,0.42,211,17.84
Bolivia,650,11,0,0.93,222,18.77
Bolivia,664,11,0,0.93,233,19.7
Bolivia,678,1,0,0.08,234,19.78
Bolivia,692,4,0,0.34,238,20.12
Bolivia,706,3,0,0.25,241,20.37
Bolivia,720,2,0,0.17,243,20.54
Bolivia,734,1,0,0.08,244,20.62
Bolivia,762,1,0,0.08,245,20.7
Bosnia and Herzegovina,111,1,0,0.31,1,0.31
Bosnia and Herzegovina,139,1,0,0.31,2,0.62
Bosnia and Herzegovina,181,1,0,0.31,3,0.93
Bosnia and Herzegovina,223,1,0,0.31,4,1.24
Bosnia and Herzegovina,237,1,0,0.31,5,1.55
Bosnia and Herzegovina,251,1,0,0.31,6,1.86
Bosnia and Herzegovina,265,1,0,0.31,7,2.17
Bosnia and Herzegovina,293,2,0,0.61,9,2.78
Bosnia and Herzegovina,307,2,0,0.61,11,3.39
Bosnia and Herzegovina,321,3,0,0.92,14,4.31
Bosnia and Herzegovina,335,1,0,0.31,15,4.62
Bosnia and Herzegovina,349,7,0,2.14,22,6.76
