location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,people_with_booster_per_hundred
Argentina,2022-02-01,18-29,95.63,79.36,15.88
Argentina,2022-02-01,3-11,75.07,52.62,0.1
Argentina,2022-02-01,30-39,98.44,87.04,27.46
Argentina,2022-02-01,40-49,98.5,88.75,36.21
Argentina,2022-02-01,50-59,96.44,78.52,41.05
Argentina,2022-02-01,60-69,99.07,75.98,49.78
Argentina,2022-02-01,70-79,97.23,82.94,52.61
Argentina,2022-02-01,80-89,92.44,85.37,47.18
Argentina,2022-02-01,90-99,82.06,75.47,40.23
Argentina,2022-02-02,100+,108.85,87.6,43.2
Argentina,2022-02-02,12-17,88.43,58.14,1.13
Argentina,2022-02-02,18-29,95.71,79.49,16.49
Argentina,2022-02-02,3-11,75.29,52.93,0.1
Argentina,2022-02-02,30-39,98.49,87.13,28.27
Argentina,2022-02-02,40-49,98.53,88.8,37.09
Argentina,2022-02-02,50-59,96.46,78.56,42.03
Argentina,2022-02-02,60-69,99.09,76.01,50.18
Argentina,2022-02-02,70-79,97.25,82.96,52.85
Argentina,2022-02-02,80-89,92.46,85.39,47.39
Argentina,2022-02-02,90-99,82.08,75.49,40.42
Argentina,2022-02-03,100+,108.85,87.65,43.47
Argentina,2022-02-03,12-17,88.55,58.33,1.27
Argentina,2022-02-03,18-29,95.77,79.6,17.04
Argentina,2022-02-03,3-11,75.49,53.24,0.1
Argentina,2022-02-03,30-39,98.53,87.2,28.96
Argentina,2022-02-03,40-49,98.55,88.85,37.85
Argentina,2022-02-03,50-59,96.48,78.59,42.81
Argentina,2022-02-03,60-69,99.1,76.02,50.53
Argentina,2022-02-03,70-79,97.26,82.98,53.05
Argentina,2022-02-03,80-89,92.47,85.41,47.57
Argentina,2022-02-03,90-99,82.11,75.51,40.57
Argentina,2022-02-04,100+,108.88,87.65,43.9
Argentina,2022-02-04,12-17,88.7,58.56,1.44
Argentina,2022-02-04,18-29,95.85,79.73,17.76
Argentina,2022-02-04,3-11,75.71,53.56,0.1
Argentina,2022-02-04,30-39,98.58,87.29,29.76
Argentina,2022-02-04,40-49,98.58,88.9,38.77
Argentina,2022-02-04,50-59,96.5,78.62,43.59
Argentina,2022-02-04,60-69,99.12,76.05,50.88
Argentina,2022-02-04,70-79,97.27,83.0,53.26
Argentina,2022-02-04,80-89,92.49,85.43,47.75
Argentina,2022-02-04,90-99,82.12,75.54,40.76
Argentina,2022-02-05,100+,108.9,87.65,44.0
Argentina,2022-02-05,12-17,88.73,58.62,1.48
Argentina,2022-02-05,18-29,95.87,79.77,18.08
Argentina,2022-02-05,3-11,75.79,53.68,0.1
Argentina,2022-02-05,30-39,98.6,87.32,30.14
Argentina,2022-02-05,40-49,98.6,88.92,39.22
Argentina,2022-02-05,50-59,96.51,78.64,43.91
Argentina,2022-02-05,60-69,99.12,76.06,51.03
Argentina,2022-02-05,70-79,97.27,83.01,53.34
Argentina,2022-02-05,80-89,92.5,85.43,47.82
Argentina,2022-02-05,90-99,82.13,75.55,40.83
Argentina,2022-02-06,100+,108.9,87.65,44.04
Argentina,2022-02-06,12-17,88.76,58.66,1.5
Argentina,2022-02-06,18-29,95.89,79.8,18.31
Argentina,2022-02-06,3-11,75.84,53.75,0.1
Argentina,2022-02-06,30-39,98.61,87.34,30.39
Argentina,2022-02-06,40-49,98.6,88.93,39.54
Argentina,2022-02-06,50-59,96.51,78.65,44.11
Argentina,2022-02-06,60-69,99.13,76.06,51.13
Argentina,2022-02-06,70-79,97.28,83.01,53.4
Argentina,2022-02-06,80-89,92.5,85.44,47.86
Argentina,2022-02-06,90-99,82.14,75.55,40.87
Argentina,2022-02-07,100+,108.99,87.7,44.25
Argentina,2022-02-07,12-17,88.89,58.89,1.75
Argentina,2022-02-07,18-29,95.97,79.93,18.93
Argentina,2022-02-07,3-11,76.05,54.09,0.1
Argentina,2022-02-07,30-39,98.66,87.43,31.05
Argentina,2022-02-07,40-49,98.63,88.99,40.34
Argentina,2022-02-07,50-59,96.53,78.68,44.66
Argentina,2022-02-07,60-69,99.14,76.09,51.44
Argentina,2022-02-07,70-79,97.29,83.03,53.6
Argentina,2022-02-07,80-89,92.51,85.46,48.03
Argentina,2022-02-07,90-99,82.15,75.57,41.03
Argentina,2022-02-08,100+,109.01,87.74,44.52
Argentina,2022-02-08,12-17,89.02,59.12,1.9
Argentina,2022-02-08,18-29,96.04,80.05,19.54
Argentina,2022-02-08,3-11,76.28,54.45,0.1
Argentina,2022-02-08,30-39,98.71,87.51,31.68
Argentina,2022-02-08,40-49,98.66,89.05,41.02
Argentina,2022-02-08,50-59,96.55,78.72,45.15
Argentina,2022-02-08,60-69,99.15,76.11,51.74
Argentina,2022-02-08,70-79,97.3,83.05,53.79
Argentina,2022-02-08,80-89,92.53,85.48,48.2
Argentina,2022-02-08,90-99,82.17,75.6,41.22
Argentina,2022-02-09,100+,109.04,87.85,44.79
Argentina,2022-02-09,12-17,89.15,59.34,2.85
Argentina,2022-02-09,18-29,96.12,80.17,20.15
Argentina,2022-02-09,3-11,76.5,54.79,0.11
Argentina,2022-02-09,30-39,98.75,87.59,32.36
Argentina,2022-02-09,40-49,98.68,89.09,41.71
Argentina,2022-02-09,50-59,96.57,78.75,45.6
Argentina,2022-02-09,60-69,99.17,76.13,52.0
Argentina,2022-02-09,70-79,97.31,83.07,53.98
Argentina,2022-02-09,80-89,92.54,85.5,48.37
Argentina,2022-02-09,90-99,82.18,75.63,41.39
Argentina,2022-02-10,100+,109.08,87.95,44.97
Argentina,2022-02-10,12-17,89.28,59.56,3.31
Argentina,2022-02-10,18-29,96.18,80.29,20.72
Argentina,2022-02-10,3-11,76.71,55.13,0.11
Argentina,2022-02-10,30-39,98.79,87.67,32.99
Argentina,2022-02-10,40-49,98.7,89.14,42.42
Argentina,2022-02-10,50-59,96.58,78.79,46.0
Argentina,2022-02-10,60-69,99.18,76.16,52.24
Argentina,2022-02-10,70-79,97.32,83.09,54.14
Argentina,2022-02-10,80-89,92.56,85.52,48.52
Argentina,2022-02-10,90-99,82.21,75.65,41.53
Argentina,2022-02-11,100+,109.13,87.97,45.22
Argentina,2022-02-11,12-17,89.38,59.75,3.68
Argentina,2022-02-11,18-29,96.23,80.4,21.23
Argentina,2022-02-11,3-11,76.89,55.44,0.11
Argentina,2022-02-11,30-39,98.82,87.74,33.58
Argentina,2022-02-11,40-49,98.72,89.19,43.1
Argentina,2022-02-11,50-59,96.59,78.82,46.38
Argentina,2022-02-11,60-69,99.19,76.18,52.45
Argentina,2022-02-11,70-79,97.33,83.11,54.29
Argentina,2022-02-11,80-89,92.57,85.54,48.66
Argentina,2022-02-11,90-99,82.23,75.67,41.68
Argentina,2022-02-12,100+,109.15,87.97,45.27
Argentina,2022-02-12,12-17,89.42,59.82,3.81
Argentina,2022-02-12,18-29,96.25,80.45,21.53
Argentina,2022-02-12,3-11,76.96,55.57,0.11
Argentina,2022-02-12,30-39,98.83,87.78,33.91
Argentina,2022-02-12,40-49,98.73,89.21,43.51
Argentina,2022-02-12,50-59,96.6,78.83,46.58
Argentina,2022-02-12,60-69,99.19,76.19,52.57
Argentina,2022-02-12,70-79,97.34,83.12,54.36
Argentina,2022-02-12,80-89,92.57,85.55,48.71
Argentina,2022-02-12,90-99,82.23,75.68,41.73
Argentina,2022-02-13,100+,109.15,87.99,45.36
Argentina,2022-02-13,12-17,89.44,59.86,3.91
Argentina,2022-02-13,18-29,96.27,80.48,21.71
Argentina,2022-02-13,3-11,77.0,55.64,0.11
Argentina,2022-02-13,30-39,98.84,87.8,34.13
Argentina,2022-02-13,40-49,98.74,89.22,43.79
Argentina,2022-02-13,50-59,96.6,78.84,46.67
Argentina,2022-02-13,60-69,99.19,76.19,52.63
Argentina,2022-02-13,70-79,97.34,83.12,54.4
Argentina,2022-02-13,80-89,92.57,85.56,48.74
Argentina,2022-02-13,90-99,82.24,75.68,41.77
Argentina,2022-02-14,100+,109.17,88.04,45.58
Argentina,2022-02-14,12-17,89.55,60.06,4.17
Argentina,2022-02-14,18-29,96.32,80.59,22.22
Argentina,2022-02-14,3-11,77.18,55.96,0.11
Argentina,2022-02-14,30-39,98.88,87.87,34.67
Argentina,2022-02-14,40-49,98.76,89.27,44.41
Argentina,2022-02-14,50-59,96.62,78.87,47.02
Argentina,2022-02-14,60-69,99.2,76.21,52.84
Argentina,2022-02-14,70-79,97.35,83.14,54.54
Argentina,2022-02-14,80-89,92.59,85.58,48.85
Argentina,2022-02-14,90-99,82.25,75.7,41.88
Argentina,2022-02-15,100+,109.22,88.08,45.83
Argentina,2022-02-15,12-17,89.65,60.24,4.39
Argentina,2022-02-15,18-29,96.37,80.69,22.7
Argentina,2022-02-15,3-11,77.37,56.26,0.11
Argentina,2022-02-15,30-39,98.91,87.95,35.16
Argentina,2022-02-15,40-49,98.78,89.32,44.96
Argentina,2022-02-15,50-59,96.63,78.9,47.36
Argentina,2022-02-15,60-69,99.21,76.24,53.06
Argentina,2022-02-15,70-79,97.36,83.16,54.69
Argentina,2022-02-15,80-89,92.6,85.6,48.98
Argentina,2022-02-15,90-99,82.27,75.72,42.01
Argentina,2022-02-16,100+,109.28,88.13,46.08
Argentina,2022-02-16,12-17,89.76,60.42,4.55
Argentina,2022-02-16,18-29,96.42,80.79,23.18
Argentina,2022-02-16,3-11,77.56,56.58,0.11
Argentina,2022-02-16,30-39,98.95,88.01,35.69
Argentina,2022-02-16,40-49,98.8,89.36,45.56
Argentina,2022-02-16,50-59,96.64,78.93,47.69
Argentina,2022-02-16,60-69,99.22,76.25,53.26
Argentina,2022-02-16,70-79,97.37,83.17,54.83
Argentina,2022-02-16,80-89,92.61,85.61,49.09
Argentina,2022-02-16,90-99,82.28,75.74,42.1
Argentina,2022-02-17,100+,109.28,88.13,46.15
Argentina,2022-02-17,12-17,89.87,60.62,4.71
Argentina,2022-02-17,18-29,96.47,80.89,23.61
Argentina,2022-02-17,3-11,77.75,56.92,0.12
Argentina,2022-02-17,30-39,98.98,88.08,36.22
Argentina,2022-02-17,40-49,98.82,89.4,46.14
Argentina,2022-02-17,50-59,96.66,78.96,47.99
Argentina,2022-02-17,60-69,99.23,76.27,53.45
Argentina,2022-02-17,70-79,97.37,83.19,54.96
Argentina,2022-02-17,80-89,92.62,85.63,49.21
Argentina,2022-02-17,90-99,82.29,75.76,42.23
Argentina,2022-02-18,100+,109.31,88.15,46.27
Argentina,2022-02-18,12-17,89.97,60.81,4.99
Argentina,2022-02-18,18-29,96.52,80.99,24.05
Argentina,2022-02-18,3-11,77.94,57.24,0.12
Argentina,2022-02-18,30-39,99.01,88.15,36.73
Argentina,2022-02-18,40-49,98.84,89.44,46.74
Argentina,2022-02-18,50-59,96.67,78.99,48.29
Argentina,2022-02-18,60-69,99.24,76.29,53.64
Argentina,2022-02-18,70-79,97.38,83.21,55.09
Argentina,2022-02-18,80-89,92.63,85.65,49.32
Argentina,2022-02-18,90-99,82.3,75.78,42.35
Argentina,2022-02-19,100+,109.31,88.17,46.31
Argentina,2022-02-19,12-17,90.0,60.87,5.13
Argentina,2022-02-19,18-29,96.53,81.02,24.21
Argentina,2022-02-19,3-11,77.99,57.34,0.12
Argentina,2022-02-19,30-39,99.02,88.18,36.97
Argentina,2022-02-19,40-49,98.85,89.46,47.05
Argentina,2022-02-19,50-59,96.67,79.0,48.43
Argentina,2022-02-19,60-69,99.24,76.3,53.72
Argentina,2022-02-19,70-79,97.39,83.21,55.14
Argentina,2022-02-19,80-89,92.63,85.66,49.37
Argentina,2022-02-19,90-99,82.31,75.79,42.4
Argentina,2022-02-20,100+,109.31,88.2,46.31
Argentina,2022-02-20,12-17,90.01,60.9,5.24
Argentina,2022-02-20,18-29,96.54,81.04,24.32
Argentina,2022-02-20,3-11,78.01,57.39,0.12
Argentina,2022-02-20,30-39,99.03,88.19,37.14
Argentina,2022-02-20,40-49,98.85,89.47,47.24
Argentina,2022-02-20,50-59,96.67,79.01,48.51
Argentina,2022-02-20,60-69,99.24,76.3,53.77
Argentina,2022-02-20,70-79,97.39,83.22,55.16
Argentina,2022-02-20,80-89,92.63,85.66,49.4
Argentina,2022-02-20,90-99,82.31,75.79,42.42
Argentina,2022-02-21,100+,109.35,88.2,46.47
Argentina,2022-02-21,12-17,90.11,61.09,5.53
Argentina,2022-02-21,18-29,96.59,81.14,24.74
Argentina,2022-02-21,3-11,78.19,57.7,0.12
Argentina,2022-02-21,30-39,99.06,88.26,37.64
Argentina,2022-02-21,40-49,98.87,89.51,47.74
Argentina,2022-02-21,50-59,96.69,79.04,48.79
Argentina,2022-02-21,60-69,99.25,76.32,53.94
Argentina,2022-02-21,70-79,97.39,83.23,55.27
Argentina,2022-02-21,80-89,92.64,85.68,49.49
Argentina,2022-02-21,90-99,82.32,75.81,42.5
Argentina,2022-02-22,100+,109.38,88.33,46.63
Argentina,2022-02-22,12-17,90.21,61.29,5.89
Argentina,2022-02-22,18-29,96.63,81.24,25.16
Argentina,2022-02-22,3-11,78.39,58.04,0.12
Argentina,2022-02-22,30-39,99.09,88.33,38.11
Argentina,2022-02-22,40-49,98.88,89.55,48.19
Argentina,2022-02-22,50-59,96.7,79.06,49.06
Argentina,2022-02-22,60-69,99.26,76.34,54.1
Argentina,2022-02-22,70-79,97.4,83.25,55.38
Argentina,2022-02-22,80-89,92.65,85.7,49.57
Argentina,2022-02-22,90-99,82.33,75.84,42.59
Argentina,2022-02-23,100+,109.47,88.38,46.79
Argentina,2022-02-23,12-17,90.32,61.5,6.36
Argentina,2022-02-23,18-29,96.67,81.34,25.61
Argentina,2022-02-23,3-11,78.58,58.38,0.12
Argentina,2022-02-23,30-39,99.11,88.4,38.55
Argentina,2022-02-23,40-49,98.9,89.59,48.61
Argentina,2022-02-23,50-59,96.7,79.09,49.33
Argentina,2022-02-23,60-69,99.26,76.36,54.26
Argentina,2022-02-23,70-79,97.41,83.27,55.49
Argentina,2022-02-23,80-89,92.66,85.72,49.67
Argentina,2022-02-23,90-99,82.34,75.87,42.69
Argentina,2022-02-24,100+,109.49,88.38,46.95
Argentina,2022-02-24,12-17,90.41,61.67,6.75
Argentina,2022-02-24,18-29,96.71,81.42,26.05
Argentina,2022-02-24,3-11,78.72,58.66,0.12
Argentina,2022-02-24,30-39,99.13,88.45,38.88
Argentina,2022-02-24,40-49,98.91,89.63,48.93
Argentina,2022-02-24,50-59,96.71,79.11,49.56
Argentina,2022-02-24,60-69,99.27,76.37,54.4
Argentina,2022-02-24,70-79,97.41,83.28,55.57
Argentina,2022-02-24,80-89,92.67,85.73,49.75
Argentina,2022-02-24,90-99,82.35,75.88,42.77
Argentina,2022-02-25,100+,109.49,88.51,47.06
Argentina,2022-02-25,12-17,90.5,61.87,7.33
Argentina,2022-02-25,18-29,96.75,81.51,26.55
Argentina,2022-02-25,3-11,78.9,59.0,0.12
Argentina,2022-02-25,30-39,99.16,88.51,39.26
Argentina,2022-02-25,40-49,98.93,89.67,49.33
Argentina,2022-02-25,50-59,96.72,79.14,49.83
Argentina,2022-02-25,60-69,99.27,76.39,54.57
Argentina,2022-02-25,70-79,97.42,83.29,55.68
Argentina,2022-02-25,80-89,92.68,85.75,49.84
Argentina,2022-02-25,90-99,82.36,75.9,42.87
Argentina,2022-02-26,100+,109.49,88.51,47.06
Argentina,2022-02-26,12-17,90.53,61.93,7.59
Argentina,2022-02-26,18-29,96.76,81.54,26.72
Argentina,2022-02-26,3-11,78.94,59.11,0.13
Argentina,2022-02-26,30-39,99.17,88.53,39.38
Argentina,2022-02-26,40-49,98.93,89.68,49.5
Argentina,2022-02-26,50-59,96.72,79.14,49.93
Argentina,2022-02-26,60-69,99.28,76.4,54.63
Argentina,2022-02-26,70-79,97.42,83.3,55.72
Argentina,2022-02-26,80-89,92.68,85.76,49.87
Argentina,2022-02-26,90-99,82.36,75.9,42.89
Argentina,2022-02-27,100+,109.49,88.51,47.08
Argentina,2022-02-27,12-17,90.53,61.95,7.73
Argentina,2022-02-27,18-29,96.76,81.55,26.8
Argentina,2022-02-27,3-11,78.96,59.16,0.13
Argentina,2022-02-27,30-39,99.17,88.54,39.44
Argentina,2022-02-27,40-49,98.94,89.69,49.58
Argentina,2022-02-27,50-59,96.73,79.15,49.97
Argentina,2022-02-27,60-69,99.28,76.4,54.65
Argentina,2022-02-27,70-79,97.42,83.3,55.73
Argentina,2022-02-27,80-89,92.68,85.76,49.88
Argentina,2022-02-27,90-99,82.36,75.9,42.91
Argentina,2022-02-28,100+,109.49,88.51,47.15
Argentina,2022-02-28,12-17,90.55,61.99,7.85
Argentina,2022-02-28,18-29,96.77,81.57,26.91
Argentina,2022-02-28,3-11,78.99,59.22,0.14
Argentina,2022-02-28,30-39,99.18,88.56,39.52
Argentina,2022-02-28,40-49,98.94,89.7,49.68
Argentina,2022-02-28,50-59,96.73,79.16,50.03
Argentina,2022-02-28,60-69,99.28,76.41,54.69
Argentina,2022-02-28,70-79,97.42,83.31,55.75
Argentina,2022-02-28,80-89,92.69,85.77,49.9
Argentina,2022-02-28,90-99,82.36,75.91,42.93
Argentina,2022-03-01,100+,109.49,88.51,47.17
Argentina,2022-03-01,12-17,90.57,62.02,7.97
Argentina,2022-03-01,18-29,96.78,81.59,27.02
Argentina,2022-03-01,3-11,79.02,59.28,0.15
Argentina,2022-03-01,30-39,99.18,88.57,39.6
Argentina,2022-03-01,40-49,98.94,89.71,49.77
Argentina,2022-03-01,50-59,96.73,79.16,50.09
Argentina,2022-03-01,60-69,99.28,76.41,54.74
Argentina,2022-03-01,70-79,97.43,83.31,55.78
Argentina,2022-03-01,80-89,92.69,85.77,49.92
Argentina,2022-03-01,90-99,82.36,75.91,42.95
Argentina,2022-03-02,100+,109.49,88.58,47.31
Argentina,2022-03-02,12-17,90.62,62.14,8.38
Argentina,2022-03-02,18-29,96.81,81.66,27.35
Argentina,2022-03-02,3-11,79.11,59.42,0.16
Argentina,2022-03-02,30-39,99.2,88.62,39.84
Argentina,2022-03-02,40-49,98.95,89.74,50.0
Argentina,2022-03-02,50-59,96.74,79.19,50.29
Argentina,2022-03-02,60-69,99.29,76.43,54.86
Argentina,2022-03-02,70-79,97.43,83.33,55.85
Argentina,2022-03-02,80-89,92.69,85.79,49.98
Argentina,2022-03-02,90-99,82.38,75.94,43.03
Argentina,2022-03-03,100+,109.53,88.6,47.42
Argentina,2022-03-03,12-17,90.68,62.25,8.69
Argentina,2022-03-03,18-29,96.84,81.73,27.67
Argentina,2022-03-03,3-11,79.18,59.56,0.17
Argentina,2022-03-03,30-39,99.22,88.66,40.08
Argentina,2022-03-03,40-49,98.96,89.77,50.24
Argentina,2022-03-03,50-59,96.75,79.21,50.48
Argentina,2022-03-03,60-69,99.29,76.44,55.0
Argentina,2022-03-03,70-79,97.44,83.34,56.01
Argentina,2022-03-03,80-89,92.7,85.81,50.07
Argentina,2022-03-03,90-99,82.38,75.96,43.13
Argentina,2022-03-04,100+,109.58,88.6,47.51
Argentina,2022-03-04,12-17,90.73,62.35,9.04
Argentina,2022-03-04,18-29,96.86,81.79,27.98
Argentina,2022-03-04,3-11,79.26,59.73,0.17
Argentina,2022-03-04,30-39,99.24,88.7,40.32
Argentina,2022-03-04,40-49,98.97,89.79,50.48
Argentina,2022-03-04,50-59,96.75,79.23,50.65
Argentina,2022-03-04,60-69,99.3,76.46,55.11
Argentina,2022-03-04,70-79,97.44,83.36,56.12
Argentina,2022-03-04,80-89,92.71,85.83,50.14
Argentina,2022-03-04,90-99,82.39,75.98,43.19
Argentina,2022-03-05,100+,109.58,88.6,47.54
Argentina,2022-03-05,12-17,90.74,62.39,9.26
Argentina,2022-03-05,18-29,96.87,81.81,28.1
Argentina,2022-03-05,3-11,79.29,59.8,0.17
Argentina,2022-03-05,30-39,99.24,88.72,40.44
Argentina,2022-03-05,40-49,98.98,89.8,50.62
Argentina,2022-03-05,50-59,96.75,79.23,50.77
Argentina,2022-03-05,60-69,99.3,76.46,55.16
Argentina,2022-03-05,70-79,97.44,83.36,56.16
Argentina,2022-03-05,80-89,92.71,85.83,50.16
Argentina,2022-03-05,90-99,82.39,75.99,43.21
Argentina,2022-03-06,100+,109.58,88.63,47.63
Argentina,2022-03-06,12-17,90.75,62.41,9.65
Argentina,2022-03-06,18-29,96.88,81.82,28.17
Argentina,2022-03-06,3-11,79.3,59.83,0.17
Argentina,2022-03-06,30-39,99.25,88.73,40.51
Argentina,2022-03-06,40-49,98.98,89.81,50.7
Argentina,2022-03-06,50-59,96.75,79.24,50.9
Argentina,2022-03-06,60-69,99.3,76.47,55.29
Argentina,2022-03-06,70-79,97.44,83.36,56.31
Argentina,2022-03-06,80-89,92.71,85.83,50.24
Argentina,2022-03-06,90-99,82.4,76.0,43.26
Argentina,2022-03-07,100+,109.6,88.65,47.88
Argentina,2022-03-07,12-17,90.79,62.49,10.18
Argentina,2022-03-07,18-29,96.9,81.88,28.44
Argentina,2022-03-07,3-11,79.36,59.96,0.17
Argentina,2022-03-07,30-39,99.26,88.77,40.75
Argentina,2022-03-07,40-49,98.99,89.84,50.93
Argentina,2022-03-07,50-59,96.76,79.26,51.17
Argentina,2022-03-07,60-69,99.3,76.48,55.64
Argentina,2022-03-07,70-79,97.45,83.37,56.99
Argentina,2022-03-07,80-89,92.72,85.84,50.44
Argentina,2022-03-07,90-99,82.4,76.01,43.39
Argentina,2022-03-08,100+,109.6,88.65,47.92
Argentina,2022-03-08,12-17,90.82,62.54,10.44
Argentina,2022-03-08,18-29,96.92,81.92,28.62
Argentina,2022-03-08,3-11,79.41,60.06,0.17
Argentina,2022-03-08,30-39,99.27,88.79,40.92
Argentina,2022-03-08,40-49,99.0,89.85,51.11
Argentina,2022-03-08,50-59,96.77,79.27,51.42
Argentina,2022-03-08,60-69,99.31,76.49,55.91
Argentina,2022-03-08,70-79,97.45,83.38,57.38
Argentina,2022-03-08,80-89,92.72,85.85,50.58
Argentina,2022-03-08,90-99,82.41,76.02,43.48
Argentina,2022-03-09,100+,109.63,88.67,48.08
Argentina,2022-03-09,12-17,90.85,62.61,10.93
Argentina,2022-03-09,18-29,96.94,81.97,28.84
Argentina,2022-03-09,3-11,79.46,60.16,0.18
Argentina,2022-03-09,30-39,99.29,88.83,41.11
Argentina,2022-03-09,40-49,99.0,89.88,51.31
Argentina,2022-03-09,50-59,96.77,79.28,51.7
Argentina,2022-03-09,60-69,99.31,76.5,56.13
Argentina,2022-03-09,70-79,97.45,83.39,57.69
Argentina,2022-03-09,80-89,92.73,85.87,50.71
Argentina,2022-03-09,90-99,82.41,76.04,43.56
Argentina,2022-03-10,100+,109.63,88.69,48.26
Argentina,2022-03-10,12-17,90.87,62.67,11.28
Argentina,2022-03-10,18-29,96.96,82.02,29.07
Argentina,2022-03-10,3-11,79.55,60.28,0.18
Argentina,2022-03-10,30-39,99.3,88.86,41.31
Argentina,2022-03-10,40-49,99.01,89.89,51.51
Argentina,2022-03-10,50-59,96.78,79.3,51.97
Argentina,2022-03-10,60-69,99.31,76.51,56.34
Argentina,2022-03-10,70-79,97.46,83.4,57.98
Argentina,2022-03-10,80-89,92.73,85.88,50.83
Argentina,2022-03-10,90-99,82.42,76.05,43.66
Argentina,2022-03-11,100+,109.65,88.74,48.44
Argentina,2022-03-11,12-17,90.9,62.75,11.67
Argentina,2022-03-11,18-29,96.98,82.07,29.3
Argentina,2022-03-11,3-11,79.62,60.42,0.18
Argentina,2022-03-11,30-39,99.31,88.89,41.55
Argentina,2022-03-11,40-49,99.02,89.92,51.74
Argentina,2022-03-11,50-59,96.78,79.31,52.24
Argentina,2022-03-11,60-69,99.32,76.52,56.57
Argentina,2022-03-11,70-79,97.46,83.41,58.3
Argentina,2022-03-11,80-89,92.74,85.89,50.97
Argentina,2022-03-11,90-99,82.43,76.07,43.79
Argentina,2022-03-12,100+,109.65,88.74,48.49
Argentina,2022-03-12,12-17,90.91,62.78,11.9
Argentina,2022-03-12,18-29,96.99,82.09,29.39
Argentina,2022-03-12,3-11,79.64,60.48,0.18
Argentina,2022-03-12,30-39,99.32,88.9,41.66
Argentina,2022-03-12,40-49,99.02,89.92,51.87
Argentina,2022-03-12,50-59,96.78,79.32,52.39
Argentina,2022-03-12,60-69,99.32,76.52,56.66
Argentina,2022-03-12,70-79,97.46,83.42,58.42
Argentina,2022-03-12,80-89,92.74,85.89,51.02
Argentina,2022-03-12,90-99,82.43,76.08,43.83
Argentina,2022-03-13,100+,109.65,88.74,48.51
Argentina,2022-03-13,12-17,90.92,62.79,12.02
Argentina,2022-03-13,18-29,96.99,82.09,29.44
Argentina,2022-03-13,3-11,79.65,60.5,0.18
Argentina,2022-03-13,30-39,99.32,88.91,41.71
Argentina,2022-03-13,40-49,99.02,89.93,51.94
Argentina,2022-03-13,50-59,96.78,79.32,52.46
Argentina,2022-03-13,60-69,99.32,76.53,56.7
Argentina,2022-03-13,70-79,97.46,83.42,58.49
Argentina,2022-03-13,80-89,92.74,85.9,51.06
Argentina,2022-03-13,90-99,82.44,76.08,43.86
Argentina,2022-03-14,100+,109.67,88.74,48.56
Argentina,2022-03-14,12-17,90.95,62.85,12.3
Argentina,2022-03-14,18-29,97.01,82.14,29.63
Argentina,2022-03-14,3-11,79.7,60.62,0.18
Argentina,2022-03-14,30-39,99.34,88.94,41.91
Argentina,2022-03-14,40-49,99.03,89.95,52.13
Argentina,2022-03-14,50-59,96.79,79.34,52.67
Argentina,2022-03-14,60-69,99.32,76.54,56.92
Argentina,2022-03-14,70-79,97.47,83.43,58.74
Argentina,2022-03-14,80-89,92.75,85.91,51.17
Argentina,2022-03-14,90-99,82.44,76.09,43.93
Argentina,2022-03-15,100+,109.67,88.79,48.76
Argentina,2022-03-15,12-17,90.98,62.91,12.99
Argentina,2022-03-15,18-29,97.03,82.19,29.83
Argentina,2022-03-15,3-11,79.75,60.75,0.18
Argentina,2022-03-15,30-39,99.35,88.97,42.12
Argentina,2022-03-15,40-49,99.04,89.97,52.34
Argentina,2022-03-15,50-59,96.8,79.35,52.89
Argentina,2022-03-15,60-69,99.33,76.55,57.18
Argentina,2022-03-15,70-79,97.47,83.44,58.98
Argentina,2022-03-15,80-89,92.75,85.92,51.29
Argentina,2022-03-15,90-99,82.45,76.11,44.04
Argentina,2022-03-16,100+,109.67,88.79,49.04
Argentina,2022-03-16,12-17,91.0,62.98,13.61
Argentina,2022-03-16,18-29,97.05,82.23,30.02
Argentina,2022-03-16,3-11,79.81,60.87,0.18
Argentina,2022-03-16,30-39,99.36,89.0,42.31
Argentina,2022-03-16,40-49,99.05,89.99,52.53
Argentina,2022-03-16,50-59,96.8,79.36,53.08
Argentina,2022-03-16,60-69,99.33,76.56,57.41
Argentina,2022-03-16,70-79,97.48,83.45,59.23
Argentina,2022-03-16,80-89,92.76,85.93,51.46
Argentina,2022-03-16,90-99,82.46,76.13,44.16
Argentina,2022-03-17,100+,109.67,88.81,49.24
Argentina,2022-03-17,12-17,91.03,63.04,14.22
Argentina,2022-03-17,18-29,97.08,82.28,30.2
Argentina,2022-03-17,3-11,79.86,61.0,0.19
Argentina,2022-03-17,30-39,99.38,89.03,42.49
Argentina,2022-03-17,40-49,99.06,90.0,52.72
Argentina,2022-03-17,50-59,96.81,79.38,53.28
Argentina,2022-03-17,60-69,99.34,76.57,57.65
Argentina,2022-03-17,70-79,97.48,83.45,59.46
Argentina,2022-03-17,80-89,92.76,85.94,51.58
Argentina,2022-03-17,90-99,82.47,76.14,44.27
Argentina,2022-03-18,100+,109.67,88.85,49.42
Argentina,2022-03-18,12-17,91.05,63.1,14.83
Argentina,2022-03-18,18-29,97.09,82.32,30.38
Argentina,2022-03-18,3-11,79.91,61.13,0.19
Argentina,2022-03-18,30-39,99.39,89.06,42.69
Argentina,2022-03-18,40-49,99.06,90.02,52.95
